idx,geo_id,name,centroid_lon,centroid_lat,area_m2,land_m2,water_m2,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_18_ACS_Total,T_18_ACS_White,T_18_ACS_Hispanic,T_18_ACS_Black,T_18_ACS_Asian,T_18_ACS_Native,T_18_ACS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_18_CVAP_Total,V_18_CVAP_White,V_18_CVAP_Hispanic,V_18_CVAP_Black,V_18_CVAP_Asian,V_18_CVAP_Native,V_18_CVAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_RemTwoOrMore,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,outer_perimeter_m,parent_state,parent_county,parent_tract,parent_group,parent_vtd
627,18097360102,3601.02,-86.0742558,39.8181321,2636643.0,2636643.0,0.0,2714,307,60,2352,14,14,4,2200,290,106,1843,17,7,0,2119,226,122,1882,12,12,0,2826,305,333,2138,16,49,2,2126,319,65,1798,7,7,0,1955,349,198,1507,0,0,0,1888,253,34,1591,10,8,2,1590,245,40,1290,10,0,0,1525,220,0,1290,0,0,0,1971,242,183,1513,11,32,0,1971,242,183,1464,5,5,0,11,61,1610,318,0,1291,0,0,0,1470,320,0,1160,0,0,0,0,1346,1279,59,1216,1168,48,1020,937,58,1016,928,59,1012,937,59,1009,905,104,785,724,49,936,863,61,911,834,74,923,775,123,919,833,86,0.0,18,18097,,,
628,18097360201,3602.01,-86.0479343,39.8183478,4658353.0,4658353.0,0.0,3755,1515,290,1903,36,33,4,3827,1081,543,2196,9,0,0,3579,986,509,2021,9,0,0,4162,974,624,2458,31,96,18,3777,875,605,2238,9,0,0,4001,809,309,2891,11,0,0,2754,1260,180,1277,27,24,3,2595,950,125,1510,10,0,0,2410,870,90,1445,10,0,0,2959,838,364,1683,19,58,16,2959,838,364,1606,12,0,0,22,117,2750,726,156,1851,9,0,0,3170,635,205,2315,10,0,0,0,1461,1120,329,1271,982,289,1172,824,298,1164,825,273,1161,844,284,1143,791,352,857,629,197,1091,794,267,1117,812,289,1121,740,303,1118,826,292,0.0,18,18097,,,
629,18127050405,504.05,-87.1929693,41.6285315,3775558.0,1906808.0,1868750.0,1110,1035,36,18,20,8,0,1123,1039,21,12,31,30,0,1163,1096,20,0,35,14,0,1168,1030,60,34,31,17,0,1132,1007,90,3,22,15,0,1219,1013,132,12,38,6,0,936,886,23,10,15,4,0,975,905,15,4,25,30,0,1015,965,15,0,24,10,0,1004,903,45,29,14,15,0,1004,903,45,19,8,2,0,1,26,943,877,45,7,13,3,0,980,865,80,18,19,8,0,0,818,407,401,774,375,399,824,425,349,815,428,355,812,432,356,788,391,397,746,432,292,824,451,349,872,511,340,864,431,412,852,475,377,0.0,18,18127,,,
630,18127980001,9800.01,-87.1669384,41.6305503,10376869.0,6241349.0,4135520.0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,1,0,0,0,22,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,2,1,1,4,2,2,4,2,2,4,2,2,4,2,2,3,2,1,5,3,2,9,5,4,9,4,4,9,5,4,0.0,18,18127,,,
631,18127980002,9800.02,-87.1262208,41.6329024,9952811.0,8760519.0,1192292.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18,18127,,,
632,18097390200,3902,-85.9847629,39.7112835,18497281.0,18497281.0,0.0,3638,3021,121,286,171,24,1,4012,3378,108,253,246,0,0,4561,3486,113,717,212,0,0,6766,4914,316,923,521,117,12,4798,4024,85,577,110,0,0,6422,4787,124,864,491,40,0,2542,2186,60,148,118,17,1,2648,2283,60,165,145,0,0,2793,2372,55,265,95,0,0,4576,3451,179,535,347,76,4,4576,3451,179,485,320,5,0,1,135,3285,2915,16,303,41,0,0,4495,3835,45,465,105,40,0,0,1529,627,885,1545,560,985,1916,630,1143,1915,681,1126,1903,773,1068,1848,582,1266,1716,734,914,2176,864,1241,2831,1181,1591,2839,879,1485,2810,1184,1626,0.0,18,18097,,,
633,18097390300,3903,-85.9822433,39.6675135,37237270.0,37214430.0,22840.0,5582,5159,149,150,92,32,3,5827,5483,82,66,45,151,0,5841,5476,98,76,42,150,0,6844,5756,285,364,246,146,11,6333,5686,216,86,345,0,0,6727,5676,376,170,355,187,0,4037,3798,84,84,56,19,1,4225,3975,80,20,45,100,0,4365,4100,100,20,40,105,0,4986,4324,156,185,169,110,9,4986,4324,156,157,143,11,3,26,166,4613,4311,184,19,100,0,0,4680,4395,90,60,55,40,0,40,2674,943,1697,2634,797,1837,3023,804,2008,3016,904,1935,2999,1029,1854,2897,752,2145,2552,899,1568,3053,1003,1950,3408,1192,2158,3413,862,1922,3383,1194,2189,0.0,18,18097,,,
634,18127050508,505.08,-87.2021455,41.5578208,5220171.0,5220171.0,0.0,6071,4392,1127,510,75,59,1,5911,4038,1047,1030,16,0,0,6209,4230,1137,972,16,0,0,6127,3740,1169,1057,84,157,9,6270,4453,661,1101,15,0,0,6436,3999,1175,1161,32,34,0,4553,3510,688,303,47,44,1,4555,3420,630,510,0,0,0,4820,3580,730,515,0,0,0,4772,3093,796,714,70,134,6,4772,3093,796,612,45,11,4,14,197,4709,3675,363,677,0,0,0,4870,3235,825,755,20,35,0,0,2179,1349,805,2165,1392,773,2324,1190,978,2257,1298,803,2271,1457,733,2199,1375,824,1791,1057,660,2243,1261,895,2408,1261,1099,2417,1142,1064,2392,1306,1086,0.0,18,18127,,,
635,18097341000,3410,-86.2391256,39.7843407,1961896.0,1961896.0,0.0,2106,1901,44,118,22,24,0,1755,1507,170,47,0,31,0,1657,1383,180,54,6,34,0,1817,1597,97,84,19,39,2,1626,1394,133,69,6,24,0,1773,1660,25,75,10,3,0,1690,1564,23,72,13,18,0,1435,1240,140,24,0,30,0,1370,1160,140,34,4,35,0,1504,1363,59,50,11,26,0,1504,1363,59,28,10,2,0,5,37,1281,1116,93,37,4,24,0,1395,1330,15,35,10,4,0,0,1063,476,568,955,410,545,949,366,501,944,413,457,944,461,444,907,340,567,788,369,367,954,435,473,1042,487,519,1047,346,555,1040,508,532,0.0,18,18097,,,
636,18097341100,3411,-86.2181188,39.7841702,1028231.0,1028231.0,0.0,2085,1071,358,639,17,15,1,2210,963,613,595,29,65,0,2319,998,601,656,60,38,0,2239,824,773,613,31,51,1,2210,796,647,644,311,46,0,2027,811,660,488,166,41,0,1578,901,199,462,13,9,1,1350,800,155,340,25,30,0,1520,830,190,420,60,14,0,1658,716,472,435,29,42,1,1658,716,472,404,18,3,0,4,41,1325,655,151,405,100,15,0,1355,710,235,360,35,14,0,0,573,432,132,484,370,114,503,321,143,500,331,127,497,348,130,485,321,164,338,226,93,472,312,140,503,319,175,510,281,159,506,342,164,0.0,18,18097,,,
637,18097341200,3412,-86.2035312,39.7851607,979973.0,966236.0,13737.0,2151,227,263,1648,26,57,14,2493,116,702,1688,13,0,0,2444,110,745,1608,18,0,0,2535,212,984,1333,23,69,0,2627,190,652,1800,0,0,0,2134,175,673,1314,0,0,0,1536,184,142,1196,16,26,3,1320,100,35,1179,0,0,0,1245,100,50,1070,0,0,0,1739,168,574,989,17,48,0,1739,168,574,915,11,5,0,9,57,1520,164,114,1242,0,0,0,1430,164,305,955,0,0,0,0,965,933,24,814,793,21,699,655,29,695,640,29,693,653,32,686,640,46,522,496,13,643,604,31,640,594,43,650,566,68,643,596,47,0.0,18,18097,,,
638,18071967700,9677,-85.9096705,38.9677443,7358298.0,7194282.0,164016.0,3866,3639,136,35,41,10,3,3887,3620,190,25,49,3,0,3956,3700,162,76,0,17,0,3999,3445,299,104,55,130,4,3864,3388,366,87,0,23,0,4778,4015,326,109,273,55,0,2909,2766,86,16,24,8,2,2810,2785,23,0,0,4,0,2815,2735,23,40,0,14,0,3028,2683,183,64,43,72,3,3028,2683,183,50,39,4,1,0,68,2704,2576,36,74,0,19,0,3050,2930,20,55,0,40,0,0,1859,797,1042,1859,651,1208,1865,493,1275,1885,647,1177,1872,689,1145,1821,516,1305,1577,527,974,1842,578,1213,1954,565,1347,1944,391,1190,1862,533,1329,0.0,18,18071,,,
639,18097360301,3603.01,-86.0211553,39.8036042,3205916.0,3205916.0,0.0,3552,1819,509,1162,70,26,1,3471,1708,683,1051,87,8,0,3557,1632,833,949,148,15,0,4167,1243,1033,1841,48,89,11,3533,1368,1046,1044,74,15,0,3642,1093,1129,1405,52,0,0,2443,1453,284,652,48,15,1,2355,1410,245,680,10,10,0,2435,1390,310,670,50,15,0,2850,1062,599,1146,37,55,6,2850,1062,599,1039,24,1,1,18,106,2257,1145,326,741,35,16,0,2200,895,340,925,40,0,0,0,1179,772,396,1072,727,345,1085,695,340,1077,707,298,1074,742,293,1055,680,375,761,522,212,1020,689,299,1078,733,327,1085,657,335,1080,753,327,0.0,18,18097,,,
640,18097360302,3603.02,-86.04871,39.8036341,4445346.0,4440922.0,4424.0,2240,558,285,1381,10,17,2,2509,646,639,1231,0,7,0,2296,509,648,1145,0,6,0,2706,489,762,1449,12,61,3,3024,413,732,1884,0,7,0,2852,373,601,1883,0,14,0,1563,466,180,905,6,15,2,1550,430,135,983,0,4,0,1540,400,180,959,0,4,0,1825,395,454,974,11,35,2,1825,395,454,924,6,7,0,0,39,1762,352,214,1197,0,8,0,1720,355,195,1165,0,14,0,0,701,600,91,574,490,84,508,417,77,504,415,67,503,426,67,498,409,89,337,277,45,483,399,74,521,427,89,525,384,110,526,425,101,0.0,18,18097,,,
641,18043071200,712,-85.9040648,38.2342618,79290009.0,78396299.0,893710.0,2001,1935,24,11,13,18,0,1989,1900,0,52,37,0,0,1805,1726,0,50,29,0,0,2038,1919,43,14,13,40,8,1944,1847,0,74,23,0,0,2037,1830,67,97,0,19,0,1542,1497,17,6,7,17,0,1525,1485,0,19,15,0,0,1420,1380,0,19,15,0,0,1594,1533,9,7,7,24,5,1594,1533,9,5,4,0,3,1,39,1536,1489,0,28,16,0,0,1625,1545,30,44,0,4,0,0,939,380,550,856,332,524,964,282,633,950,350,572,937,317,595,916,286,630,790,284,486,938,312,603,1012,316,680,1003,278,689,991,324,667,11289.58854190381,18,18043,,,
642,18097360401,3604.01,-86.0001487,39.8041387,2636832.0,2636832.0,0.0,5760,1816,466,3395,72,48,11,6175,1144,872,4131,55,49,9,6240,1102,902,4201,72,45,8,6205,997,871,4229,66,107,13,6712,1306,391,4964,51,47,11,6058,1132,106,4512,619,39,0,3984,1500,271,2147,56,30,8,4120,1125,180,2740,0,0,0,4235,1070,240,2820,10,0,0,4303,835,541,2834,54,65,8,4303,835,541,2719,37,9,8,20,134,5087,1289,207,3501,40,0,0,4640,1105,94,3125,285,20,0,4,2254,1776,468,2056,1658,398,1845,1471,308,1839,1439,307,1841,1494,300,1816,1424,392,1451,1195,216,1765,1438,285,1815,1509,284,1825,1355,375,1818,1512,306,0.0,18,18097,,,
643,18097360405,3604.05,-85.9738638,39.8038136,5281328.0,5266474.0,14854.0,5989,2067,446,3366,114,39,15,5852,1780,610,3594,43,0,0,6236,1669,473,4241,35,19,0,6760,1643,753,4213,100,166,14,6525,1676,650,4399,34,25,0,6693,1558,585,4573,29,32,0,4125,1664,258,2117,86,30,11,3755,1640,65,2010,15,0,0,4115,1545,75,2440,10,20,0,4824,1378,461,2865,66,108,11,4824,1378,461,2724,43,0,5,24,189,4250,1578,63,2554,11,25,0,4605,1375,270,2910,29,20,0,10,2349,1774,560,2489,1942,547,2416,1758,548,2400,1760,503,2398,1811,526,2373,1719,654,2023,1583,393,2374,1812,498,2517,1978,497,2526,1742,632,2510,1994,516,0.0,18,18097,,,
644,18097360501,3605.01,-85.9606292,39.7838036,4489214.0,4441550.0,47664.0,6382,3734,481,2077,109,55,10,6264,3838,0,2222,204,0,0,5967,3616,0,2188,163,0,0,6289,2724,698,2665,138,159,15,6248,3099,280,2747,122,7,1,6184,3071,610,2375,92,35,1,4435,2886,286,1182,91,28,6,4525,3080,0,1340,110,0,0,4405,2930,0,1375,95,0,0,4620,2294,434,1742,107,105,13,4620,2294,434,1641,69,11,4,17,150,4779,2630,157,1919,72,0,0,4570,2725,175,1565,85,25,0,0,2645,1639,977,2418,1495,923,2439,1434,889,2439,1473,839,2430,1552,806,2399,1397,1002,1947,1254,626,2354,1477,810,2452,1573,842,2462,1338,870,2448,1579,869,0.0,18,18097,,,
645,18097360502,3605.02,-85.9932021,39.7870228,8141285.0,8136963.0,4322.0,5743,3692,372,1551,88,52,13,6255,2970,403,2715,27,114,26,6294,3075,604,2409,136,47,23,5902,2556,712,2445,111,152,19,4958,2735,49,1890,252,24,8,5819,2233,532,2580,463,0,25,4249,3030,212,915,63,38,8,4640,2565,65,1880,0,115,15,4595,2680,65,1690,100,45,15,4331,2215,426,1538,78,120,8,4331,2215,426,1419,47,16,3,16,189,4139,2411,30,1459,209,25,4,4160,2125,150,1405,460,0,15,0,2179,1373,783,2151,1149,1002,2162,1115,922,2148,1131,861,2146,1237,845,2111,1066,1045,1709,975,662,2120,1195,849,2289,1342,899,2302,1115,907,2291,1378,913,0.0,18,18097,,,
646,18097360601,3606.01,-86.0174554,39.7841,3918065.0,3918065.0,0.0,4503,3332,285,809,62,50,3,4848,3470,480,706,183,51,0,5015,3577,520,694,219,39,0,4889,2929,691,1113,74,110,4,4741,3907,391,299,101,61,0,5202,3140,933,1012,60,49,0,3462,2761,167,469,43,28,1,3710,3010,140,415,95,49,0,3615,2920,180,380,100,40,0,3797,2492,440,731,57,87,4,3797,2492,440,680,40,14,1,19,111,3632,3225,179,154,14,60,0,3530,2515,265,679,40,15,0,10,2191,1037,1130,2025,924,1101,2067,898,1042,2062,937,976,2062,1020,968,2014,854,1160,1702,863,766,2025,987,958,2122,1090,990,2133,897,984,2125,1127,998,0.0,18,18097,,,
647,18097360602,3606.02,-86.0365859,39.7835678,4409971.0,4408763.0,1208.0,5422,3722,421,1198,81,51,7,5784,3309,349,2030,96,1,0,6091,3436,467,2094,94,1,0,5585,3004,689,1772,67,100,5,6484,3468,303,2635,78,0,0,6522,3177,834,2453,0,29,0,4382,3171,265,875,59,39,1,4240,2640,135,1455,15,0,0,4400,2725,135,1530,15,0,0,4509,2625,430,1319,52,79,0,4509,2625,430,1234,42,10,0,19,149,4483,2574,142,1762,0,0,0,4570,2485,240,1820,0,30,0,0,2345,1235,1091,2099,1161,938,2174,1183,867,2160,1238,790,2151,1290,783,2120,1160,960,1826,1087,649,2152,1263,807,2286,1374,867,2301,1147,904,2283,1396,887,0.0,18,18097,,,
648,18097360700,3607,-86.0554658,39.775831,2052682.0,2052682.0,0.0,1857,1518,103,199,28,10,3,1872,1593,148,106,25,0,0,1980,1698,144,123,23,8,0,1850,1455,153,169,31,49,3,2044,1744,136,157,0,20,0,2032,1688,215,140,0,13,0,1498,1263,59,145,20,9,1,1545,1370,65,95,12,0,0,1665,1470,79,90,8,10,0,1507,1220,106,120,16,35,1,1507,1220,106,101,12,4,0,10,54,1725,1492,75,138,0,22,0,1630,1395,145,80,0,8,0,0,865,448,404,932,533,399,997,564,360,995,564,365,995,619,338,968,530,438,879,581,266,982,619,325,1024,696,306,1029,564,376,1022,689,333,0.0,18,18097,,,
649,18043071007,710.07,-85.8193689,38.3665916,18708135.0,18566609.0,141526.0,4408,3906,147,259,76,27,8,4960,4338,95,465,50,30,0,5079,4447,119,446,54,22,0,5195,4445,169,375,112,83,4,4795,4241,81,312,116,40,0,4680,4221,50,289,75,15,38,3542,3197,99,177,52,18,5,3980,3545,90,330,8,29,0,4020,3675,75,245,14,20,0,4295,3730,132,270,87,62,4,4295,3730,132,223,67,9,0,18,116,3869,3554,39,182,68,38,0,3890,3615,20,155,59,15,0,40,2306,1028,1257,2206,923,1283,2484,969,1378,2459,1040,1342,2428,1013,1357,2341,896,1445,2042,893,1077,2468,1032,1374,2733,1157,1528,2718,968,1658,2669,1107,1562,0.0,18,18043,,,
650,18141011303,113.03,-86.2544171,41.7408113,11070314.0,10835287.0,235027.0,6182,5198,185,652,107,74,1,6062,4906,247,788,69,43,0,6140,5013,134,746,98,104,0,6157,4801,311,755,86,183,4,5926,4942,139,589,98,91,0,6399,4821,194,1057,171,117,0,4855,4242,120,384,81,47,1,4730,4075,105,525,20,4,0,4860,4105,100,505,75,79,0,4943,4053,181,478,64,139,2,4943,4053,181,404,50,25,2,20,208,4871,4191,112,430,80,64,0,5095,4125,80,640,145,99,0,0,2851,1686,1128,2714,1441,1273,2765,1253,1324,2748,1406,1118,2725,1438,1170,2629,1155,1474,2290,1319,885,2666,1375,1195,2875,1443,1384,2876,1194,1542,2755,1440,1315,2609.8107105276636,18,18141,,,
651,18141011305,113.05,-86.2062565,41.7307495,5279324.0,5273368.0,5956.0,4389,3766,164,274,162,24,14,4484,3838,142,201,303,0,0,4342,3845,74,160,264,0,0,4286,3404,244,373,174,59,15,4365,3820,58,220,242,0,0,4175,3664,72,282,150,0,0,3301,2930,88,163,106,18,7,3340,2985,90,145,120,0,0,3285,2995,60,115,115,0,0,3338,2756,157,237,118,40,5,3338,2756,157,207,89,2,0,21,106,3161,2837,29,201,92,4,0,3185,2805,49,255,74,4,0,0,2690,1383,1295,2560,1181,1379,2541,1236,1156,2543,1262,1182,2533,1257,1236,2442,996,1446,2363,1397,908,2534,1320,1150,2648,1463,1150,2675,1135,1470,2572,1316,1256,0.0,18,18141,,,
652,18141011306,113.06,-86.1880058,41.7346486,6550752.0,6550752.0,0.0,2878,2596,57,103,102,18,2,2938,2594,145,78,115,6,0,3030,2640,221,64,96,8,0,3301,2751,124,234,138,49,6,2827,2450,181,68,107,9,0,3077,2476,104,201,275,0,0,2317,2133,34,66,69,13,0,2290,2075,80,40,90,4,0,2315,2090,130,30,60,10,0,2723,2346,81,141,103,39,5,2723,2346,81,123,92,6,5,5,65,2183,1996,112,38,27,11,0,2440,2110,55,150,130,0,0,0,1793,694,1084,1747,591,1156,1761,649,1021,1760,730,974,1757,700,1032,1706,492,1214,1573,779,761,1770,754,980,1932,872,1030,1935,661,1223,1850,794,1056,0.0,18,18141,,,
653,18089042608,426.08,-87.4987117,41.4431323,7846338.0,7846338.0,0.0,4405,3915,352,67,57,13,1,4567,4076,412,0,52,19,0,4628,4102,397,20,92,8,0,4604,3750,528,156,99,71,8,4511,4060,328,4,70,17,0,4745,4074,415,86,74,20,0,3391,3087,220,42,34,9,1,3320,3040,255,0,15,10,0,3420,3125,240,20,35,0,0,3625,3074,327,106,50,56,6,3625,3074,327,94,39,1,0,2,88,3303,3086,196,0,21,0,0,3565,3195,265,65,40,0,0,0,2249,918,1315,2055,724,1331,2194,771,1300,2131,796,1249,2145,846,1243,2071,818,1253,1773,718,1021,2258,844,1363,2710,997,1676,2671,824,1750,2619,924,1695,2016.945359730732,18,18089,,,
654,18089040501,405.01,-87.4700793,41.5401317,1943552.0,1939915.0,3637.0,3649,2555,473,487,140,20,3,3457,2102,430,613,332,11,52,3599,2023,534,640,422,23,52,4061,2225,679,981,137,70,2,3723,2106,666,842,317,29,44,4223,2270,986,1033,236,39,27,2959,2164,326,354,111,16,2,2560,1810,250,385,100,0,4,2640,1800,285,390,130,10,10,3292,1937,467,730,113,47,2,3292,1937,467,678,98,0,1,19,92,2742,1861,304,416,115,20,0,3180,1980,475,605,105,14,0,10,1632,957,665,1565,941,624,1633,923,629,1580,950,563,1577,1001,533,1542,981,561,1353,866,450,1575,947,587,1703,1007,662,1677,885,722,1646,957,689,0.0,18,18089,,,
655,18089042901,429.01,-87.4581055,41.3805392,21015738.0,18765174.0,2250564.0,6162,5652,403,36,52,39,4,6513,5933,485,79,103,16,0,6762,6271,449,26,109,15,0,8269,7036,732,107,76,191,2,7060,6617,382,45,141,14,0,8149,7657,272,35,105,80,0,4520,4236,217,14,31,30,3,4780,4415,300,65,0,0,0,4890,4615,255,15,0,0,0,6267,5491,439,55,54,152,1,6267,5491,439,35,31,13,0,9,249,5089,4853,208,24,4,0,0,5995,5805,80,24,54,29,0,0,2175,970,1179,2299,972,1327,2776,798,1768,2679,941,1595,2684,1083,1519,2574,962,1612,2287,887,1335,3057,1016,1953,4053,1203,2786,4007,978,2620,3892,1189,2703,0.0,18,18089,,,
656,18141011801,118.01,-86.2656641,41.6187591,4839013.0,4826289.0,12724.0,1442,1317,52,58,10,8,2,1327,1276,18,34,0,5,0,1304,1201,30,45,0,6,0,1244,1088,57,48,14,28,0,1469,1369,22,52,0,5,0,1370,1233,18,89,0,4,0,1105,1037,24,38,5,4,2,1044,1024,10,10,0,0,0,1039,985,20,35,0,0,0,1023,925,28,30,12,17,0,1023,925,28,23,6,2,0,5,34,1147,1090,9,50,0,0,0,1110,1045,4,55,0,4,0,0,811,342,466,825,295,530,790,266,486,790,305,439,776,314,445,745,203,542,674,294,365,761,288,456,795,289,502,792,227,530,765,262,503,0.0,18,18141,,,
657,18097310111,3101.11,-86.2868004,39.8302534,2983514.0,2983514.0,0.0,3552,1522,289,1634,118,27,2,3967,1048,396,2358,237,0,0,4004,1231,341,2358,164,0,0,3771,1102,514,2057,90,60,5,3463,1004,182,2223,139,0,0,3743,940,311,2467,202,5,0,2904,1388,206,1217,95,24,2,2665,940,145,1435,115,0,0,2676,1066,100,1430,60,0,0,2999,1007,336,1559,66,45,5,2999,1007,336,1470,55,10,2,16,103,2279,894,46,1262,46,0,0,2435,850,115,1365,25,4,0,65,1597,1198,386,1527,1196,331,1497,1135,278,1490,1093,292,1485,1157,283,1449,1079,370,1167,945,186,1422,1108,269,1463,1164,282,1471,1010,367,1457,1155,302,0.0,18,18097,,,
658,18097341600,3416,-86.2044844,39.7773452,1066536.0,1066536.0,0.0,2089,270,326,1454,8,50,8,2058,227,398,1370,0,68,0,1895,255,516,1087,0,37,0,2375,305,848,1224,8,29,2,1884,134,638,998,18,85,0,1870,326,390,1062,20,52,0,1372,212,179,947,2,36,1,1240,215,65,944,0,18,0,1150,240,85,815,0,14,0,1592,245,514,830,4,13,0,1592,245,514,794,4,1,0,3,31,1074,113,198,727,0,20,0,1255,255,164,805,0,14,0,20,806,770,28,654,628,26,575,518,37,574,513,39,577,523,36,568,507,61,413,377,23,533,482,39,536,471,51,539,442,76,538,482,56,0.0,18,18097,,,
659,18097341902,3419.02,-86.2746305,39.7731642,3637827.0,3623843.0,13984.0,3618,2645,281,643,45,16,6,3641,2475,478,615,54,24,0,3649,2543,451,593,48,22,0,3957,2302,643,869,85,94,8,3942,2270,623,995,34,36,0,4211,2481,1185,484,26,13,0,2778,2207,162,367,33,13,4,2550,2015,185,270,55,15,0,2595,2110,140,270,50,15,0,3086,1999,387,594,61,69,4,3086,1999,387,555,46,1,1,6,91,2641,1943,154,465,34,26,0,2835,2130,430,245,20,0,0,15,1685,768,890,1576,720,856,1712,695,882,1708,748,833,1713,823,820,1662,644,1018,1430,672,684,1659,763,822,1677,802,839,1687,640,833,1682,821,861,0.0,18,18097,,,
660,18097342101,3421.01,-86.2857995,39.7552833,4659079.0,4652065.0,7014.0,5192,3046,933,1088,121,63,5,5941,3212,980,1727,104,25,0,5910,2761,1105,2040,101,3,0,5575,2461,1216,1677,165,130,14,5688,3019,1090,1521,86,0,0,5706,2965,1143,1567,13,9,0,3652,2418,538,589,89,40,4,3525,2287,282,821,105,21,0,3544,2079,322,1043,100,1,0,4019,2037,776,1015,130,113,6,4019,2037,776,937,95,6,2,11,155,3401,2299,271,753,92,0,0,3380,2270,284,805,15,10,0,0,1816,995,802,1715,950,765,1780,885,794,1764,930,711,1759,1020,677,1725,869,856,1410,825,523,1748,975,712,1895,1075,789,1895,919,729,1877,1093,784,0.0,18,18097,,,
661,18141011002,110.02,-86.286299,41.7412231,8640587.0,8440525.0,200062.0,4144,3352,144,524,131,19,2,4441,3550,318,424,129,20,0,4508,3590,336,446,120,16,0,4362,3313,274,564,133,65,2,4730,3882,212,453,168,15,0,4551,3609,152,666,209,122,0,3237,2707,81,356,89,10,1,3350,2840,80,360,50,20,0,3380,2825,120,375,40,15,0,3484,2735,162,419,92,52,2,3484,2735,162,372,78,8,2,16,111,3341,2790,108,391,36,15,0,3540,2775,105,555,30,10,0,65,2275,1284,970,1806,910,896,2174,1110,929,2161,1173,878,2131,1166,903,2061,904,1157,1899,1163,678,2158,1192,901,2351,1310,1001,2346,1009,1229,2256,1223,1033,2602.37421796532,18,18141,,,
